iter	Logloss
164	0.1255675811
165	0.125510771
166	0.1254923052
167	0.1254918993
168	0.1254678363
169	0.1254078707
170	0.1253917176
171	0.1253528343
172	0.1253388184
173	0.1253119713
174	0.1252548187
175	0.1252475511
176	0.1252144938
177	0.1252006921
178	0.1251627395
179	0.1251358769
180	0.1251247898
181	0.1251111097
182	0.1250735219
183	0.1250461187
184	0.1250395405
185	0.1249754581
186	0.1249173931
187	0.1248965976
188	0.1248511851
189	0.1247966581
190	0.1247541234
191	0.1247427393
192	0.1246888055
193	0.1246742712
194	0.1246401437
195	0.1245917957
196	0.1245681332
197	0.124544658
198	0.124519293
199	0.1245059281
200	0.1244543885
201	0.1244052165
202	0.1243941902
203	0.1243596679
204	0.1243313296
205	0.1243095497
206	0.1243092009
207	0.1242903315
208	0.1242786939
209	0.1242519933
210	0.1242036676
211	0.1241754996
212	0.1241268075
213	0.1240617589
214	0.1240336543
215	0.1239887901
216	0.1239635884
217	0.1239260932
218	0.1238926965
219	0.1238646057
220	0.1238054754
221	0.1237482296
222	0.1237397518
223	0.1236808195
224	0.1236532729
225	0.1236175897
226	0.1235369361
227	0.1235110766
228	0.1235060065
229	0.1234749338
230	0.1234438067
231	0.1233901256
232	0.123334598
233	0.1232937425
234	0.1232798028
235	0.1232333737
236	0.1231987901
237	0.1231628596
238	0.1231069468
239	0.1230502165
240	0.1229958695
241	0.1229646201
242	0.1229410758
243	0.1228913371
244	0.122841949
245	0.1227974054
246	0.1227426606
247	0.1227306579
248	0.1227030364
249	0.1226618871
250	0.1226259961
251	0.122595168
252	0.1225540815
253	0.1225326347
254	0.1224922321
255	0.1224673321
256	0.1224330893
257	0.1224109036
258	0.1223792307
259	0.1223487298
260	0.1223297131
261	0.1223213043
262	0.1222844596
263	0.1222189725
264	0.1221739216
265	0.1221443038
266	0.1221119567
267	0.1220918334
268	0.1220573665
269	0.1220408429
270	0.1220000979
271	0.1219628464
272	0.121949164
273	0.1218972453
274	0.1218843639
275	0.121848617
276	0.1218069515
277	0.1217613874
278	0.1217193747
279	0.1216724766
280	0.121634528
281	0.1215911942
282	0.1215614701
283	0.1215323337
284	0.1215104552
285	0.1214695031
286	0.1214484031
287	0.1214072018
288	0.1213686672
289	0.1213176244
290	0.1212817248
291	0.1212520072
292	0.1212129279
293	0.1211753488
294	0.1211365906
295	0.1211067163
296	0.1210700115
297	0.1210160291
298	0.1209545244
299	0.1209203232
300	0.1208900608
301	0.1208696876
302	0.1208452019
303	0.1208202629
304	0.1207905612
305	0.1207286076
306	0.1206814359
307	0.1206352179
308	0.1205973096
309	0.1205731483
310	0.1205552524
311	0.120500307
312	0.1204781727
313	0.1204449534
314	0.1204330481
315	0.1204150531
316	0.1203546063
317	0.1203337378
318	0.1202966033
319	0.1202638878
320	0.1202175354
321	0.1201890445
322	0.1201798914
323	0.1201382518
324	0.1201033055
325	0.1200707721
326	0.1200235575
327	0.1199977074
328	0.1199424544
329	0.1199169927
330	0.1198973473
331	0.11988731
332	0.1198587091
333	0.1198449362
334	0.1198097951
335	0.1198028941
336	0.1197509092
337	0.1197431457
338	0.1197022683
339	0.1196786255
340	0.1196426894
341	0.1196302222
342	0.1196035446
343	0.1195527492
344	0.1195222585
345	0.1194799599
346	0.1194537882
347	0.1194177767
348	0.1193964587
349	0.1193570544
350	0.1193401121
351	0.1192935415
352	0.1192567509
353	0.1192063066
354	0.1191679076
355	0.1191453587
356	0.1191370586
357	0.1191041002
358	0.1190710394
359	0.1190375556
360	0.1190099003
361	0.1189894828
362	0.1189748843
363	0.1189648663
364	0.1189243292
365	0.1188774491
366	0.1188438173
367	0.1188041504
368	0.1187514374
369	0.1187196083
370	0.1186855132
371	0.1186721052
372	0.1186418466
373	0.1186041206
374	0.1185755139
375	0.1185574723
376	0.1185471383
377	0.1185429249
378	0.118539027
379	0.1185120181
380	0.1184969961
381	0.1184604458
382	0.1184443306
383	0.1184073621
384	0.1183667225
385	0.1183317213
386	0.1182971785
387	0.1182604939
388	0.1182317264
389	0.118218374
390	0.1181885301
391	0.1181623297
392	0.1181359728
393	0.1181091595
394	0.1180781809
395	0.1180443646
396	0.118010716
397	0.1179758253
398	0.1179504265
399	0.1179197154
400	0.1178889395
401	0.1178783177
402	0.1178389596
403	0.1178035586
404	0.1177544511
405	0.1177257888
406	0.1176685038
407	0.1176276067
408	0.117602591
409	0.1175699542
410	0.1175366242
411	0.1175144287
412	0.1174929714
413	0.1174659039
414	0.1174311474
415	0.1173935343
416	0.1173633655
417	0.1173417015
418	0.1173148887
419	0.1172758483
420	0.1172483893
421	0.1172157899
422	0.1171808099
423	0.1171484462
424	0.1171323259
425	0.1171232134
426	0.1171138911
427	0.1170589883
428	0.1170321767
429	0.1170097919
430	0.1169896321
431	0.1169544753
432	0.1169260545
433	0.1169075537
434	0.116894692
435	0.1168710344
436	0.1168283637
437	0.1168067601
438	0.1167860393
439	0.1167675562
440	0.1167498905
441	0.1167308164
442	0.1166926492
443	0.1166478554
444	0.1166103389
445	0.1165931683
446	0.1165900791
447	0.1165543325
448	0.1165105664
449	0.1165014728
450	0.1164641706
451	0.1164312265
452	0.1164060818
453	0.1163754106
454	0.1163482967
455	0.1163292149
456	0.1163226632
457	0.1162887664
458	0.1162756259
459	0.1162398346
460	0.1162058543
461	0.1161764959
462	0.1161516285
463	0.1161222777
464	0.1160930588
465	0.1160771774
466	0.1160373737
467	0.1160166764
468	0.1159898153
469	0.1159557553
470	0.115944661
471	0.1159200284
472	0.1159070606
473	0.1158762352
474	0.1158391016
475	0.1158271947
476	0.1158046659
477	0.1157945795
478	0.1157759922
479	0.1157362591
480	0.1157164675
481	0.115691697
482	0.1156838034
483	0.1156684686
484	0.1156602318
485	0.1156292763
486	0.115603927
487	0.1155665541
488	0.1155368615
489	0.1155103703
490	0.1154976799
491	0.1154806758
492	0.1154691158
493	0.1154381417
494	0.1154236218
495	0.1154077558
496	0.115361529
497	0.1153343505
498	0.1153100567
499	0.1152778483
500	0.1152558116
501	0.1152491968
502	0.1152102676
503	0.1151805733
504	0.1151634869
505	0.115141457
506	0.1151192602
507	0.1150906543
508	0.1150776271
509	0.1150448898
510	0.1150102677
511	0.114973492
512	0.1149533635
513	0.1149205249
514	0.1148858892
515	0.1148558286
516	0.1148285815
517	0.1147871443
518	0.1147715544
519	0.1147522378
520	0.114730797
521	0.1147161024
522	0.1146876202
523	0.1146509619
524	0.1146228364
525	0.114582479
526	0.1145752864
527	0.1145597289
528	0.1145474051
529	0.114533217
530	0.1145203512
531	0.114481044
532	0.1144668536
533	0.1144550615
534	0.1144450492
535	0.1144243051
536	0.1144144314
537	0.1143645601
538	0.1143495091
539	0.1143099361
540	0.1142834018
541	0.1142635914
542	0.1142276966
543	0.1142176934
544	0.1141851977
545	0.1141717445
546	0.1141337386
547	0.1141260909
548	0.1141155009
549	0.11410282
550	0.1140539057
551	0.1140099394
552	0.113974099
553	0.1139362594
554	0.1139056899
555	0.1138938347
556	0.1138584448
557	0.1138185964
558	0.1137804945
559	0.1137598143
560	0.1137347259
561	0.113711004
562	0.1136894806
563	0.1136624672
564	0.1136556097
565	0.1136461243
566	0.1136186703
567	0.1135983914
568	0.1135629665
569	0.1135449604
570	0.1135086147
571	0.1134753785
572	0.1134399919
573	0.1134291388
574	0.1134087789
575	0.1133989727
576	0.1133862266
577	0.113365968
578	0.1133328231
579	0.1133151095
580	0.1132799606
581	0.1132589355
582	0.1132274351
583	0.1131968345
584	0.1131777723
585	0.1131481716
586	0.1131187766
587	0.1130888412
588	0.1130706626
589	0.1130363088
590	0.1130052373
591	0.1129676082
592	0.1129556614
593	0.1129370572
594	0.1129032195
595	0.1128732621
596	0.1128396485
597	0.1128034088
598	0.1127829945
599	0.1127672072
600	0.1127546097
601	0.1127252077
602	0.1127078098
603	0.1126853522
604	0.1126680366
605	0.1126460702
606	0.1126235863
607	0.1125838919
608	0.1125598262
609	0.1125296111
610	0.1124955449
611	0.1124575978
612	0.1124417702
613	0.1124143434
614	0.1123906814
615	0.1123843891
616	0.1123683289
617	0.1123436089
618	0.11231903
619	0.1122964744
620	0.1122771975
621	0.1122480092
622	0.1122275956
623	0.1122119255
624	0.1121727227
625	0.1121401427
626	0.1121134682
627	0.1120790249
628	0.1120447674
629	0.1120176685
630	0.1119867753
631	0.1119544411
632	0.1119228381
633	0.1118956762
634	0.1118762822
635	0.1118551135
636	0.1118310107
637	0.1118252794
638	0.1118009164
639	0.1117775661
640	0.111746705
641	0.11172123
642	0.1116979422
643	0.1116799233
644	0.1116741529
645	0.1116236528
646	0.1115956525
647	0.1115615842
648	0.1115370295
649	0.1115159165
650	0.1114848982
651	0.1114655006
652	0.1114197439
653	0.1114032975
654	0.1113868445
655	0.111353002
656	0.1113428691
657	0.1113342777
658	0.1113075151
659	0.1112771014
660	0.1112707992
661	0.1112434098
662	0.1112323646
663	0.1112007297
664	0.1111760529
665	0.1111502229
666	0.1111250716
667	0.1111170586
668	0.1110879868
669	0.1110557611
670	0.1110263857
671	0.1109920584
672	0.110963831
673	0.1109409073
674	0.1109155973
675	0.1108919127
676	0.1108609269
677	0.1108542371
678	0.1108356762
679	0.1108156644
680	0.1108016364
681	0.1107759114
682	0.1107550186
683	0.1107164484
684	0.1106907347
685	0.1106790497
686	0.1106570055
687	0.1106349701
688	0.1106249797
689	0.1106144629
690	0.1105656135
691	0.1105367611
692	0.1105148918
693	0.1104943292
694	0.1104727791
695	0.1104534492
696	0.110443866
697	0.1104225918
698	0.1103995189
699	0.1103676379
700	0.110347527
701	0.1103428202
702	0.1103187777
703	0.1102851056
704	0.1102697147
705	0.1102470014
706	0.1102349306
707	0.1102034736
708	0.1101841644
709	0.1101567968
710	0.1101365067
711	0.1101183458
712	0.1100918803
713	0.1100790419
714	0.110053977
715	0.1100310501
716	0.109998777
717	0.109978511
718	0.109959831
719	0.1099497643
720	0.1099248295
721	0.109905399
722	0.1098926854
723	0.1098686824
724	0.109844536
725	0.1098209138
726	0.109809715
727	0.1097908169
728	0.1097749439
729	0.1097341174
730	0.1097085701
731	0.1096938694
732	0.1096893071
733	0.1096639448
734	0.1096409756
735	0.1096071526
736	0.1095835862
737	0.1095792449
738	0.1095521057
739	0.1095218664
740	0.1094974997
741	0.1094674872
742	0.1094426512
743	0.1094285379
744	0.1094042913
745	0.109369365
746	0.1093487348
747	0.1093266466
748	0.1093163124
749	0.1092858385
750	0.1092730383
751	0.1092427744
752	0.1092201951
753	0.1091863977
754	0.1091588154
755	0.1091276444
756	0.1090992393
757	0.1090736093
758	0.1090551425
759	0.109043393
760	0.1090221422
761	0.108992422
762	0.1089603195
763	0.1089513741
764	0.1089327875
765	0.108904615
766	0.1088868886
767	0.1088589911
768	0.1088323732
769	0.1087940918
770	0.1087733512
771	0.1087302921
772	0.1087048144
773	0.1086852741
774	0.1086737357
775	0.1086594385
776	0.1086549873
777	0.1086387431
778	0.1086137971
779	0.1085992925
780	0.1085925458
781	0.1085832836
782	0.1085533519
783	0.1085342628
784	0.1085265307
785	0.1085095823
786	0.1084928809
787	0.108482383
788	0.1084578647
789	0.1084393886
790	0.1084094365
791	0.1083791732
792	0.1083622829
793	0.1083420589
794	0.1083055045
795	0.1082960583
796	0.1082669376
797	0.1082369382
798	0.1082039592
799	0.1081754029
800	0.1081568207
801	0.1081371998
802	0.1081188875
803	0.108102953
804	0.1080756826
805	0.1080598001
806	0.1080298181
807	0.1079940981
808	0.1079622062
809	0.1079363588
810	0.1079117615
811	0.1078885271
812	0.107863909
813	0.1078379426
814	0.1078250104
815	0.1077966754
816	0.1077679458
817	0.1077381451
818	0.107714793
819	0.1076900253
820	0.1076480872
821	0.1076209591
822	0.1075960404
823	0.1075745991
824	0.107551913
825	0.1075330138
826	0.1075065628
827	0.1074837985
828	0.107467706
829	0.1074414617
830	0.1074327471
831	0.1074050133
832	0.1073747495
833	0.1073519328
834	0.1073282023
835	0.1073038982
836	0.1072735324
837	0.1072634376
838	0.1072399328
839	0.1072180008
840	0.1072099303
841	0.1071920918
842	0.1071674758
843	0.1071412823
844	0.1071175947
845	0.1071112044
846	0.1070963347
847	0.107075937
848	0.1070624049
849	0.1070407283
850	0.1070018335
851	0.1069800645
852	0.1069742988
853	0.1069515016
854	0.1069289536
855	0.1069086385
856	0.1068735858
857	0.106852971
858	0.1068268292
859	0.1067988365
860	0.1067830507
861	0.106757588
862	0.1067369403
863	0.1066973304
864	0.1066726083
865	0.1066639268
866	0.106655144
867	0.1066266959
868	0.1066057585
869	0.1065795585
870	0.1065629019
871	0.1065445912
872	0.1065298237
873	0.1065098204
874	0.1064915396
875	0.1064694453
876	0.1064590293
877	0.1064487829
878	0.1064309471
879	0.1064100443
880	0.106391145
881	0.106372784
882	0.1063392538
883	0.1063135598
884	0.1062987421
885	0.1062722562
886	0.1062437329
887	0.106241558
888	0.1062102714
889	0.1061667329
890	0.1061579732
891	0.1061353781
892	0.1061225803
893	0.1061079252
894	0.1060904848
895	0.1060612558
896	0.1060389004
897	0.1060097897
898	0.1059889535
899	0.1059672278
900	0.1059595646
901	0.1059250306
902	0.1059023046
903	0.1058907033
904	0.1058746926
905	0.1058578361
906	0.1058236421
907	0.10580232
908	0.1057606842
909	0.1057497993
910	0.1057306609
911	0.1057072719
912	0.1056838259
913	0.1056595611
914	0.1056374655
915	0.1056231637
916	0.1056076742
917	0.1055883641
918	0.1055655877
919	0.1055530088
920	0.1055330601
921	0.1055199653
922	0.1054806193
923	0.1054613275
924	0.1054337885
925	0.1054041028
926	0.1053769783
927	0.1053716523
928	0.1053595329
929	0.1053490253
930	0.1053398456
931	0.1053243907
932	0.1053095678
933	0.1052936928
934	0.1052807835
935	0.105262625
936	0.1052513274
937	0.105235123
938	0.1052156961
939	0.1051914956
940	0.1051751117
941	0.1051502385
942	0.1051359408
943	0.1051146822
944	0.1050823101
945	0.1050549047
946	0.1050402875
947	0.1050117593
948	0.1050024853
949	0.1049886559
950	0.1049559316
951	0.1049380996
952	0.1049125551
953	0.104897104
954	0.1048914664
955	0.1048546982
956	0.1048411733
957	0.104833349
958	0.1048190974
959	0.1047961643
960	0.1047832125
961	0.1047599193
962	0.1047272198
963	0.1047092467
964	0.1046946961
965	0.1046756998
966	0.1046496198
967	0.1046269467
968	0.1046153678
969	0.1046048723
970	0.1045855332
971	0.1045622971
972	0.104550724
973	0.1045130758
974	0.1045048997
975	0.1044862128
976	0.1044756096
977	0.104462822
978	0.1044479723
979	0.1044171705
980	0.1043971171
981	0.1043630101
982	0.1043379824
983	0.1043276965
984	0.1043126559
985	0.1042967476
986	0.104280787
987	0.1042597081
988	0.104231204
989	0.1042102935
990	0.1042031316
991	0.1041701661
992	0.1041432239
993	0.1041304622
994	0.1041191001
995	0.1040968557
996	0.1040853049
997	0.1040682892
998	0.1040625571
999	0.1040456961
